,dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
4453,19286,61.71,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4454,19286,61.71,2023,1,0,0,0,1,0.0,None,None,None,1.0
4455,19295,42.31,2022,2,0,2,0,0,30.5,Individual,Individual,Individual,0.7
4456,19295,42.31,2023,3,0,1,0,1,33.0,None,Individual,None,1.0
4458,19296,8.0,2022,30,29,17,16,1,17.5,Individual,Full Season,Individual,1.0
4459,19296,8.0,2023,31,30,1,1,2,0.0,None,Individual,None,1.0
4460,19297,29.59,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4461,19297,29.59,2023,1,0,0,0,1,0.0,None,None,None,1.0
4462,19298,38.86,2023,1,1,1,1,0,77.0,None,Individual,None,1.0
4463,19304,51.24,2022,17,4,17,4,0,26.73,Full Season,Full Season,None,0.44
4464,19304,51.24,2023,35,14,18,10,1,38.92,None,Full Season,None,1.0
4465,19317,33.3,2022,1,0,1,0,0,105.0,None,Individual,None,0.99
4466,19317,33.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
4467,19320,280.5,2022,1,0,1,0,0,0.0,None,None,None,0.83
4468,19320,280.5,2023,1,0,0,0,1,0.0,None,None,None,1.0
4470,19325,59.73,2022,13,13,0,0,1,0.0,None,None,None,1.0
4471,19325,59.73,2023,13,13,0,0,2,0.0,None,None,None,1.0
4473,19330,196.93,2022,13,13,0,0,1,0.0,None,None,None,0.988
4474,19330,196.93,2023,13,13,0,0,2,0.0,None,None,None,1.0
4476,19339,8.55,2022,30,25,17,12,1,45.29,Individual,Full Season,Individual,0.82
4477,19339,8.55,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
4478,19340,63.09,2023,1,1,1,1,0,20.0,None,Individual,None,1.0
4479,19344,24.84,2023,1,1,1,1,0,30.0,None,Individual,None,0.96
4480,19356,14.32,2022,2,0,2,0,0,33.67,None,Individual,None,0.95
4481,19356,14.32,2023,2,0,0,0,1,0.0,None,None,None,1.0
4482,19372,17.91,2022,1,0,1,0,0,45.0,None,Individual,None,0.6035
4483,19372,17.91,2023,1,0,0,0,1,0.0,None,None,None,1.0
4484,19374,11.98,2022,1,0,1,0,0,52.0,None,Individual,None,0.98
4485,19374,11.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
4486,19384,23.35,2022,1,1,1,1,0,0.0,None,None,None,0.9017
4487,19384,23.35,2023,1,1,0,0,1,0.0,None,None,None,0.8078
4488,19385,10.5,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
4489,19392,18.51,2022,1,0,1,0,0,200.0,None,Individual,None,1.0
4490,19392,18.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
4491,19398,120.47,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4492,19398,120.47,2023,1,0,0,0,1,0.0,None,None,None,1.0
4494,19401,26.75,2022,30,24,17,11,1,45.29,Individual,Full Season,Individual,1.0
4495,19401,26.75,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
4496,19411,196.93,2022,2,0,2,0,0,0.0,None,None,None,1.0
4497,19411,196.93,2023,2,0,0,0,1,0.0,None,None,None,1.0
4498,19431,8.55,2023,1,1,1,1,0,53.0,None,Individual,None,1.0
4499,19434,51.68,2022,1,0,1,0,0,35.0,None,Individual,None,0.732
4500,19434,51.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
4501,19435,167.71,2022,2,2,2,2,0,0.0,None,None,None,1.0
4502,19435,167.71,2023,2,2,0,0,1,0.0,None,None,None,1.0
4503,19455,8.04,2022,1,0,1,0,0,95.0,None,Individual,None,0.98
4504,19455,8.04,2023,1,0,0,0,1,0.0,None,None,None,1.0
4506,19463,74.68,2022,30,18,17,5,1,25.28,Individual,Full Season,Individual,0.86
4507,19463,74.68,2023,31,18,1,0,2,0.0,None,Individual,None,1.0
4508,19470,11.08,2022,1,0,1,0,0,55.0,None,Individual,None,1.0
4509,19470,11.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
4510,19499,17.84,2023,1,1,1,1,0,72.0,None,Individual,None,1.0
4511,19507,47.79,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4512,19507,47.79,2023,1,0,0,0,1,0.0,None,None,None,1.0
4514,19521,215.77,2022,30,29,17,16,1,19.44,Individual,Full Season,Individual,0.91
4515,19521,215.77,2023,32,30,2,1,2,11.0,None,Individual,None,1.0
4516,19532,44.68,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
4517,19604,61.71,2023,1,0,1,0,0,43.0,None,Individual,None,0.8833
4518,19607,11.98,2023,1,0,1,0,0,26.0,None,Individual,None,0.95
4519,19619,22.4,2022,1,0,1,0,0,190.0,None,Individual,None,1.0
4520,19619,22.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
4521,19620,45.93,2022,1,0,1,0,0,40.0,Individual,Individual,None,1.0
4522,19620,45.93,2023,2,0,1,0,1,53.0,None,Individual,None,1.0
4523,19634,196.93,2022,1,1,1,1,0,25.24,None,Individual,None,1.0
4524,19634,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
4525,19654,54.54,2022,1,0,1,0,0,32.0,None,Half Season,None,1.0
4526,19654,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
4527,19661,52.24,2023,1,1,1,1,0,25.0,None,Individual,None,1.0
4528,19663,46.51,2022,1,0,1,0,0,28.0,None,Individual,None,0.9974
4529,19663,46.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
4530,19669,196.93,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
4531,19673,1423.92,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
4532,19679,22.4,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4533,19679,22.4,2023,1,0,0,0,1,0.0,None,None,None,1.0
4534,19689,196.93,2023,1,0,1,0,0,199.0,None,Individual,None,1.0
4535,19723,38.2,2022,2,1,2,1,0,347.6,None,Full Season,None,0.98
4536,19723,38.2,2023,2,1,0,0,1,0.0,None,None,None,1.0
4538,19729,12.29,2022,30,24,17,11,1,27.11,Full Season,Full Season,Full Season,0.75
4539,19729,12.29,2023,48,38,18,14,2,63.23,None,Full Season,None,1.0
4541,19732,22.27,2022,30,23,17,10,1,45.37,Full Season,Full Season,Full Season,0.75
4542,19732,22.27,2023,48,38,18,15,2,63.23,None,Full Season,None,1.0
4543,19735,18.62,2022,1,0,1,0,0,85.0,Individual,Individual,Individual,0.775
4544,19735,18.62,2023,2,0,1,0,1,70.0,None,Individual,None,1.0
4545,19762,196.93,2022,1,0,1,0,0,80.0,None,Individual,None,1.0
4546,19762,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
4547,19781,1.84,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4548,19781,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
4549,19787,46.25,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4550,19787,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
4551,19790,196.93,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4552,19790,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
4553,19801,59.73,2023,1,0,1,0,0,59.0,None,Individual,None,1.0
4555,19803,82.18,2022,30,26,17,13,1,22.69,Full Season,Full Season,Full Season,0.65
4556,19803,82.18,2023,48,36,18,10,2,43.78,None,Full Season,None,1.0
4557,19815,12.29,2022,1,1,1,1,0,0.0,None,None,None,1.0
4558,19815,12.29,2023,1,1,0,0,1,0.0,None,None,None,1.0
4559,19820,27.58,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
4561,19844,22.4,2022,30,23,17,10,1,33.16,Individual,Full Season,Individual,0.82
4562,19844,22.4,2023,31,24,1,1,2,0.0,None,Individual,None,1.0
4563,19849,10.7,2023,2,2,2,2,0,53.5,None,Individual,None,0.96
4565,19853,50.84,2022,7,7,0,0,1,0.0,None,None,None,1.0
4566,19853,50.84,2023,7,7,0,0,2,0.0,None,None,None,1.0
4567,19881,16.19,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
4568,19887,196.93,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
4569,19904,49.95,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
4570,19906,196.93,2023,1,1,1,1,0,42.0,None,Individual,None,1.0
4571,19933,10.85,2023,1,1,1,1,0,68.0,None,Individual,None,1.0
4573,19948,3754.73,2022,13,13,0,0,1,0.0,None,None,None,1.0
4574,19948,3754.73,2023,13,13,0,0,2,0.0,None,None,None,1.0
4575,19951,120.47,2023,1,0,1,0,0,32.0,None,Individual,None,0.99
4577,19958,48.37,2022,1,1,0,0,1,0.0,None,None,None,1.0
4578,19958,48.37,2023,1,1,0,0,2,0.0,None,None,None,1.0
4580,19968,47.74,2022,13,13,0,0,1,0.0,None,None,None,0.8858
4581,19968,47.74,2023,13,13,0,0,2,0.0,None,None,None,1.0
4583,19973,33.3,2022,30,19,17,6,1,42.78,Full Season,Full Season,Individual,0.57
4584,19973,33.3,2023,48,32,18,13,2,57.96,None,Full Season,None,1.0
4586,19981,11.36,2022,30,18,17,5,1,136.11,Full Season,Full Season,Individual,0.8
4587,19981,11.36,2023,48,28,18,10,2,121.6,None,Full Season,None,1.0
4589,19990,74.68,2022,30,27,17,14,1,24.71,Individual,Full Season,Individual,0.86
4590,19990,74.68,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
4591,20006,21.19,2022,17,6,17,6,0,45.29,Full Season,Full Season,Full Season,0.8
4592,20006,21.19,2023,35,18,18,12,1,63.23,None,Full Season,None,1.0
4593,20025,196.93,2023,1,0,1,0,0,33.0,None,Individual,None,0.9835
4595,20026,62.69,2022,30,25,17,12,1,42.78,Full Season,Full Season,Full Season,0.73
4596,20026,62.69,2023,48,41,18,16,2,63.23,None,Full Season,None,1.0
4597,20027,28.09,2023,2,1,2,1,0,30.0,None,Individual,None,1.0
4598,20033,33.3,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
4599,20041,52.21,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4600,20041,52.21,2023,1,0,0,0,1,0.0,None,None,None,1.0
4601,20042,11.08,2023,17,13,17,13,0,69.0,None,Full Season,None,0.67
4603,20056,52.21,2022,30,20,17,7,1,140.0,Individual,Full Season,Full Season,0.61
4604,20056,52.21,2023,31,20,1,0,2,0.0,None,Individual,None,1.0
4605,20066,47.39,2023,1,1,1,1,0,23.0,None,Individual,None,1.0
4606,20075,47.99,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
4608,20079,50.46,2022,30,25,17,12,1,20.68,Individual,Full Season,Individual,0.92
4609,20079,50.46,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
4610,20081,53.53,2023,1,1,1,1,0,46.0,None,Individual,None,1.0
4611,20093,196.93,2022,1,0,1,0,0,105.0,None,Individual,None,1.0
4612,20093,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
4614,20096,19.63,2022,9,7,2,0,1,47.5,None,Half Season,None,0.89
4615,20096,19.63,2023,9,7,0,0,2,0.0,None,None,None,1.0
4616,20118,42.7,2022,2,1,2,1,0,22.67,None,Individual,None,1.0
4617,20118,42.7,2023,2,1,0,0,1,0.0,None,None,None,1.0
4618,20124,47.99,2022,2,0,2,0,0,46.0,None,Individual,None,0.98
4619,20124,47.99,2023,2,0,0,0,1,0.0,None,None,None,1.0
4620,20135,27.58,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4621,20135,27.58,2023,1,0,0,0,1,0.0,None,None,None,1.0
4622,20136,44.68,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
4623,20136,44.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
4624,20137,12.29,2022,3,1,3,1,0,0.0,None,None,None,0.99
4625,20137,12.29,2023,3,1,0,0,1,0.0,None,None,None,1.0
4627,20138,143.26,2022,7,6,1,0,1,49.0,None,Individual,None,0.99
4628,20138,143.26,2023,7,6,0,0,2,0.0,None,None,None,1.0
4629,20146,1.84,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
4630,20146,1.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
4631,20149,6.76,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
4632,20149,6.76,2023,1,0,0,0,1,0.0,None,None,None,1.0
4633,20158,675.04,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
4634,20158,675.04,2023,1,0,0,0,1,0.0,None,None,None,1.0
4636,20174,22.4,2022,30,17,17,4,1,22.91,Individual,Full Season,Individual,0.77
4637,20174,22.4,2023,31,17,1,0,2,0.0,None,Individual,None,1.0
4638,20182,26.75,2022,1,1,1,1,0,0.0,None,None,None,1.0
4639,20182,26.75,2023,1,1,0,0,1,0.0,None,None,None,1.0
4640,20185,47.74,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4641,20185,47.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
4642,20187,12.75,2022,1,0,1,0,0,60.0,None,Individual,None,0.995
4643,20187,12.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
4645,20193,24.84,2022,30,25,17,12,1,21.3,Full Season,Full Season,Full Season,0.66
4646,20193,24.84,2023,48,38,18,13,2,23.04,None,Full Season,None,1.0
4647,20195,8.11,2022,2,0,2,0,0,60.0,None,Individual,None,0.97
4648,20195,8.11,2023,2,0,0,0,1,0.0,None,None,None,1.0
4649,20207,17.91,2022,1,0,1,0,0,28.0,None,Individual,None,0.9938
4650,20207,17.91,2023,1,0,0,0,1,0.0,None,None,None,1.0
4651,20215,30.51,2022,1,0,1,0,0,50.0,Individual,Individual,Individual,0.67
4652,20215,30.51,2023,2,1,1,1,1,46.0,None,Individual,None,1.0
4654,20218,37.83,2022,30,17,17,4,1,35.0,None,Full Season,None,0.6533
4655,20218,37.83,2023,31,18,1,1,2,0.0,None,None,None,1.0
4657,20227,61.71,2022,30,29,17,16,1,37.06,Full Season,Full Season,Full Season,0.67
4658,20227,61.71,2023,47,45,17,16,2,43.48,None,Full Season,None,1.0
4659,20240,16.19,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4660,20240,16.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
4661,20241,196.93,2022,1,1,1,1,0,0.0,None,None,None,0.9927
4662,20241,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
4664,20242,38.34,2022,30,19,17,6,1,24.71,Individual,Full Season,Individual,0.98
4665,20242,38.34,2023,31,19,1,0,2,0.0,None,Individual,None,1.0
4666,20256,82.18,2022,1,0,1,0,0,30.0,None,Individual,None,0.875
4667,20256,82.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
4668,20259,35.95,2022,17,11,17,11,0,16.47,Individual,Full Season,Individual,0.88
4669,20259,35.95,2023,18,11,1,0,1,0.0,None,Individual,None,1.0
4670,20266,22.27,2022,2,0,2,0,0,36.71,None,Individual,None,0.8
4671,20266,22.27,2023,2,0,0,0,1,0.0,None,None,None,1.0
4672,20277,18.51,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4673,20277,18.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
4674,20306,12.75,2022,2,0,2,0,0,28.8,None,Individual,None,0.79
4675,20306,12.75,2023,2,0,0,0,1,0.0,None,None,None,1.0
4677,20307,6.14,2022,30,20,17,7,1,35.41,Individual,Full Season,Individual,0.88
4678,20307,6.14,2023,31,20,1,0,2,0.0,None,Individual,None,1.0
4679,20310,196.93,2023,1,1,1,1,0,80.0,None,Individual,None,1.0
4681,20328,11.36,2022,15,11,8,4,1,175.0,None,Individual,None,0.89
4682,20328,11.36,2023,15,11,0,0,2,0.0,None,None,None,1.0
4684,20337,37.83,2022,30,20,17,7,1,46.16,Individual,Full Season,Individual,0.86
4685,20337,37.83,2023,31,21,1,1,2,0.0,None,Individual,None,1.0
4686,20350,1736.29,2022,1,1,1,1,0,0.0,None,None,None,1.0
4687,20350,1736.29,2023,1,1,0,0,1,0.0,None,None,None,1.0
4689,20405,17.84,2022,30,16,17,3,1,53.53,Full Season,Full Season,Individual,0.57
4690,20405,17.84,2023,48,25,18,9,2,118.06,None,Full Season,None,1.0
4691,20419,37.51,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4692,20419,37.51,2023,1,0,0,0,1,0.0,None,None,None,1.0
4693,20426,44.68,2023,1,0,1,0,0,69.0,None,Individual,None,0.995
4694,20452,125.91,2022,17,12,17,12,0,125.86,Individual,Full Season,Individual,0.84
4695,20452,125.91,2023,19,13,2,1,1,40.0,None,Individual,None,0.98
4696,20459,47.74,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4697,20459,47.74,2023,1,0,0,0,1,0.0,None,None,None,1.0
4699,20480,44.96,2022,30,19,17,6,1,152.0,Full Season,Full Season,Full Season,0.94
4700,20480,44.96,2023,48,32,18,13,2,194.56,None,Full Season,None,1.0
4701,20484,10.85,2022,1,0,1,0,0,35.0,Individual,Individual,None,0.6043
4702,20484,10.85,2023,2,0,1,0,1,44.0,None,Individual,None,1.0
4703,20501,13.28,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
4704,20501,13.28,2023,1,0,0,0,1,0.0,None,None,None,1.0
4705,20510,12.75,2023,1,1,1,1,0,101.0,None,Individual,None,0.99
4706,20514,1570.45,2022,1,0,1,0,0,0.0,None,None,None,1.0
4707,20514,1570.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
4708,20519,38.24,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4709,20519,38.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
4710,20531,1529.27,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4711,20531,1529.27,2023,1,0,0,0,1,0.0,None,None,None,1.0
4712,20542,196.93,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
4714,20547,12.29,2022,6,6,0,0,1,0.0,None,None,None,1.0
4715,20547,12.29,2023,6,6,0,0,2,0.0,None,None,None,1.0
4716,20555,10.85,2023,1,0,1,0,0,23.0,None,None,None,0.99
4717,20560,62.69,2022,2,1,2,1,0,32.67,None,Individual,None,0.99
4718,20560,62.69,2023,2,1,0,0,1,0.0,None,None,None,1.0
4719,20562,19.63,2022,1,0,1,0,0,100.0,None,Individual,None,1.0
4720,20562,19.63,2023,1,0,0,0,1,0.0,None,None,None,1.0
4721,20565,38.24,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
4722,20576,52.24,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
4723,20580,11.98,2023,17,15,17,15,0,69.0,None,Full Season,None,0.72
4724,20582,26.68,2023,1,0,1,0,0,60.0,None,Individual,None,1.0
4725,20591,196.93,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
4726,20599,122.39,2023,17,11,17,11,0,48.0,None,Full Season,None,0.5
4727,20604,50.84,2023,1,1,1,1,0,33.0,None,Individual,None,1.0
4729,20606,20.13,2022,30,30,17,17,1,20.59,Individual,Full Season,Individual,0.7013
4730,20606,20.13,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
4732,20641,11.45,2022,1,1,0,0,1,0.0,None,None,None,0.8524
4733,20641,11.45,2023,1,1,0,0,2,0.0,None,None,None,1.0
4734,20645,43.06,2023,1,1,1,1,0,72.0,None,Individual,None,1.0
4735,20660,11.36,2022,1,0,1,0,0,28.0,None,Individual,None,0.7745
4736,20660,11.36,2023,1,0,0,0,1,0.0,None,None,None,1.0
4737,20675,52.21,2023,1,0,1,0,0,48.0,None,Individual,None,1.0
4739,20715,26.81,2022,29,19,16,6,1,32.5,Full Season,Full Season,Full Season,0.69
4740,20715,26.81,2023,47,32,18,13,2,43.78,None,Full Season,None,1.0
4741,20716,46.24,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4742,20716,46.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
4743,20718,1711.86,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
4744,20721,19.63,2022,1,0,1,0,0,105.0,None,Individual,None,1.0
4745,20721,19.63,2023,1,0,0,0,1,0.0,None,None,None,1.0
4746,20722,1.84,2022,2,1,2,1,0,0.0,None,None,None,0.98
4747,20722,1.84,2023,2,1,0,0,1,0.0,None,None,None,1.0
4748,20733,13.37,2022,1,0,1,0,0,0.0,None,Individual,None,1.0
4749,20733,13.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
4750,20735,14.62,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4751,20735,14.62,2023,1,0,0,0,1,0.0,None,None,None,1.0
4752,20741,76.98,2022,1,1,1,1,0,0.0,None,None,None,1.0
4753,20741,76.98,2023,1,1,0,0,1,0.0,None,None,None,1.0
4754,20747,12.75,2022,2,0,2,0,0,29.0,None,Individual,None,0.95
4755,20747,12.75,2023,2,0,0,0,1,0.0,None,None,None,1.0
4756,20757,2.83,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
4757,20757,2.83,2023,1,0,0,0,1,0.0,None,None,None,1.0
4758,20761,2342.1,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
4759,20761,2342.1,2023,1,0,0,0,1,0.0,None,None,None,1.0
4760,20762,65.22,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4761,20762,65.22,2023,1,0,0,0,1,0.0,None,None,None,1.0
4762,20766,32.18,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4763,20766,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
4764,20767,42.31,2023,2,1,2,1,0,55.0,None,Individual,None,0.98
4765,20770,27.17,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4766,20770,27.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
4768,20773,54.54,2022,30,19,17,6,1,20.59,Full Season,Full Season,Full Season,0.63
4769,20773,54.54,2023,48,31,18,12,2,24.32,None,Full Season,None,1.0
4770,20797,1976.61,2022,1,1,1,1,0,35.0,None,Individual,None,0.99
4771,20797,1976.61,2023,1,1,0,0,1,0.0,None,None,None,1.0
4772,20802,51.7,2022,1,0,1,0,0,35.0,None,Individual,None,0.9967
4773,20802,51.7,2023,1,0,0,0,1,0.0,None,None,None,1.0
4774,20810,196.93,2022,1,1,1,1,0,0.0,None,None,None,0.9927
4775,20810,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
4776,20817,12.29,2022,1,0,1,0,0,60.0,Individual,Individual,None,0.5785
4777,20817,12.29,2023,3,0,2,0,1,42.0,None,Individual,None,1.0
4778,20819,11.98,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
4779,20819,11.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
4780,20824,10.5,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4781,20824,10.5,2023,1,0,0,0,1,0.0,None,None,None,1.0
4782,20829,26.81,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4783,20829,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
4784,20833,32.18,2022,1,0,1,0,0,52.0,None,Individual,None,1.0
4785,20833,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
4786,20846,18.62,2022,1,0,1,0,0,30.0,None,Individual,None,0.9963
4787,20846,18.62,2023,1,0,0,0,1,0.0,None,None,None,1.0
4788,20863,47.39,2022,9,2,9,2,0,0.0,None,None,None,0.92
4789,20863,47.39,2023,9,2,0,0,1,0.0,None,None,None,1.0
4790,20876,29.35,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
4791,20876,29.35,2023,1,0,0,0,1,0.0,None,None,None,1.0
4792,20877,47.74,2022,1,1,1,1,0,40.0,None,Individual,None,1.0
4793,20877,47.74,2023,1,1,0,0,1,0.0,None,None,None,1.0
4794,20879,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
4795,20879,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
4797,20881,7.19,2022,27,27,14,14,1,51.07,Individual,Full Season,Individual,0.88
4798,20881,7.19,2023,28,28,1,1,2,0.0,None,Individual,None,1.0
4800,20925,53.83,2022,9,8,1,0,1,70.0,Individual,Individual,Individual,0.57
4801,20925,53.83,2023,10,8,1,0,2,58.0,None,Individual,None,0.94
4802,20953,7.19,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
4803,20953,7.19,2023,1,0,0,0,1,0.0,None,None,None,1.0
4804,20965,65.22,2022,1,1,1,1,0,0.0,None,None,None,0.9549
4805,20965,65.22,2023,1,1,0,0,1,0.0,None,None,None,1.0
4807,20968,46.07,2022,30,25,17,12,1,18.42,Individual,Full Season,Individual,0.86
4808,20968,46.07,2023,31,25,1,0,2,0.0,None,Individual,None,1.0
4809,20979,17.0,2022,1,0,1,0,0,45.0,None,Individual,None,0.99
4810,20979,17.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
4811,20981,22.4,2022,17,5,17,5,0,110.53,Individual,Full Season,Individual,0.87
4812,20981,22.4,2023,18,5,1,0,1,0.0,None,Individual,None,1.0
4813,20992,45.06,2023,2,1,2,1,0,38.5,None,Individual,None,1.0
4814,21001,32.86,2022,2,2,2,2,0,28.0,None,Individual,None,0.95
4815,21001,32.86,2023,2,2,0,0,1,0.0,None,None,None,1.0
4816,21009,196.93,2022,4,1,4,1,0,62.55,None,Full Season,None,0.94
4817,21009,196.93,2023,4,1,0,0,1,0.0,None,None,None,1.0
4818,21020,46.25,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4819,21020,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
4820,21021,46.24,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
4821,21022,42.31,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
4822,21023,1905.2,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
4823,21038,63.09,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
4824,21038,63.09,2023,1,0,0,0,1,0.0,None,None,None,1.0
4825,21042,61.71,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
4827,21048,17.0,2022,30,25,17,12,1,35.66,Full Season,Full Season,Individual,0.58
4828,21048,17.0,2023,48,37,18,12,2,42.59,None,Full Season,None,1.0
4829,21054,1239.98,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
4830,21054,1239.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
4831,21056,21.19,2022,2,0,2,0,0,32.27,None,Individual,None,0.97
4832,21056,21.19,2023,2,0,0,0,1,0.0,None,None,None,1.0
4833,21069,46.25,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
4834,21069,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
4835,21087,196.93,2023,1,0,1,0,0,33.0,None,Individual,None,0.9835
4837,21111,49.95,2022,30,24,17,11,1,27.22,Individual,Full Season,Individual,0.92
4838,21111,49.95,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
4839,21115,24.84,2023,1,1,1,1,0,58.0,None,Individual,None,1.0
4840,21119,74.68,2023,17,16,17,16,0,31.22,None,Full Season,None,0.76
4842,21141,50.46,2022,14,14,1,1,1,90.0,None,Individual,None,0.97
4843,21141,50.46,2023,14,14,0,0,2,0.0,None,None,None,1.0
4844,21148,23.14,2022,1,0,1,0,0,28.0,Individual,Individual,None,1.0
4845,21148,23.14,2023,2,0,1,0,1,60.0,None,Individual,None,1.0
4846,21149,35.1,2022,1,0,1,0,0,28.0,None,Individual,None,0.99
4847,21149,35.1,2023,1,0,0,0,1,0.0,None,None,None,1.0
4849,21157,6.89,2022,30,17,17,4,1,28.82,None,Full Season,Individual,0.67
4850,21157,6.89,2023,31,17,1,0,2,0.0,None,None,None,1.0
4851,21158,17.84,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
4852,21158,17.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
4854,21167,19.18,2022,30,23,17,10,1,45.29,Individual,Full Season,Individual,0.71
