atp_last,attended_last,attended_prior,clientcode,dimcustomermasterid,distance,events_last,events_prior,lkupclientid,product_current,product_last,product,sascore,seasonyear,scoredate,tenure
20.59,16,16,GALAXY,437318696,41.01,17,17,6,None,Full Season,Full Season,88.0,2022,2022-06-23,0
50.0,0,0,GALAXY,437318730,27.7,1,1,6,None,None,None,95.0,2022,2022-06-23,0
24.39,9,9,GALAXY,437318746,20.93,17,17,6,None,Full Season,None,52.0,2022,2022-06-23,0
29.0,1,1,GALAXY,437318776,103.1,1,1,6,None,Individual,None,96.38,2022,2022-06-23,0
25.0,1,1,GALAXY,437318800,4.59,1,1,6,None,Group,None,37.09,2022,2022-06-23,0
33.29,4,4,GALAXY,437318849,62.11,6,6,6,None,Partial Plan,Full Season,36.0,2022,2022-06-23,0
37.93,13,13,GALAXY,437318850,14.7,16,16,6,None,Full Season,Full Season,57.99999999999999,2022,2022-06-23,0
30.55,13,13,GALAXY,437318853,10.21,13,13,6,None,Full Season,Full Season,69.0,2022,2022-06-23,0
20.0,7,7,GALAXY,437318854,12.65,14,14,6,None,Full Season,None,77.0,2022,2022-06-23,0
273.0,1,1,GALAXY,437318878,36.46,1,1,6,None,Individual,None,79.0,2022,2022-06-23,0
34.08,8,8,GALAXY,437318917,49.05,10,10,6,None,Mini Plan,None,50.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437318919,9.45,1,1,6,None,Individual,None,89.0,2022,2022-06-23,0
26.2,1,1,GALAXY,437318945,8.72,2,2,6,None,Group,None,79.80000000000001,2022,2022-06-23,0
31.09,10,10,GALAXY,437318946,14.65,16,16,6,None,Full Season,Full Season,71.0,2022,2022-06-23,0
31.76,11,11,GALAXY,437318968,45.88,13,13,6,None,Full Season,None,64.0,2022,2022-06-23,0
30.0,1,1,GALAXY,437319013,76.59,1,1,6,None,Individual,None,82.19,2022,2022-06-23,0
123.17,2,2,GALAXY,437319128,91.93,2,2,6,None,Individual,None,95.0,2022,2022-06-23,0
36.0,1,1,GALAXY,437319130,20.26,2,2,6,None,Individual,None,91.0,2022,2022-06-23,0
25.0,11,11,GALAXY,437319133,53.16,13,13,6,None,Full Season,None,49.0,2022,2022-06-23,0
54.99,1,1,GALAXY,437319149,13.17,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
106.67,1,1,GALAXY,437319202,4.59,2,2,6,None,Individual,None,63.17,2022,2022-06-23,0
37.5,1,1,GALAXY,437319234,12.65,1,1,6,None,Individual,None,99.4,2022,2022-06-23,0
28.21,1,1,GALAXY,437319313,50.66,1,1,6,None,Individual,None,98.75,2022,2022-06-23,0
19.33,1,1,GALAXY,437319315,35.09,1,1,6,None,Individual,None,87.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437319555,103.54,1,1,6,None,Group,None,96.71,2022,2022-06-23,0
25.0,2,2,GALAXY,437319579,147.22,2,2,6,None,Group,None,56.99999999999999,2022,2022-06-23,0
75.0,0,0,GALAXY,437319610,51.44,1,1,6,None,None,None,100.0,2022,2022-06-23,0
23.0,2,2,GALAXY,437319669,6.79,2,2,6,None,Group,None,91.36999999999999,2022,2022-06-23,0
55.35,1,1,GALAXY,437319674,147.22,1,1,6,None,Individual,None,98.5,2022,2022-06-23,0
45.0,0,0,GALAXY,437319732,92.91,1,1,6,None,None,None,96.0,2022,2022-06-23,0
33.33,1,1,GALAXY,437319770,40.02,2,2,6,None,Individual,None,67.0,2022,2022-06-23,0
38.57,1,1,GALAXY,437319779,45.85,1,1,6,None,Individual,None,98.92999999999999,2022,2022-06-23,0
36.67,1,1,GALAXY,437319833,37.66,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
34.55,1,1,GALAXY,437319876,359.21,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
52.5,1,1,GALAXY,437319889,58.53,1,1,6,None,Individual,None,56.00000000000001,2022,2022-06-23,0
28.76,1,1,GALAXY,437319905,147.22,1,1,6,None,Individual,None,47.0,2022,2022-06-23,0
22.0,1,1,GALAXY,437319976,95.78,1,1,6,None,Group,None,99.67,2022,2022-06-23,0
38.75,2,2,GALAXY,437320060,33.41,3,3,6,None,Group,None,84.0,2022,2022-06-23,0
46.0,5,5,GALAXY,437320299,36.85,13,13,6,None,Full Season,None,79.0,2022,2022-06-23,0
36.26,1,1,GALAXY,437320308,10.21,2,2,6,None,Group,None,94.0,2022,2022-06-23,0
39.0,11,11,GALAXY,437320499,10.22,13,13,6,None,Full Season,Full Season,65.0,2022,2022-06-23,0
23.0,1,1,GALAXY,437320510,35.09,1,1,6,None,Group,None,94.93,2022,2022-06-23,0
45.0,0,0,GALAXY,437320514,187.06,1,1,6,None,None,None,98.0,2022,2022-06-23,0
50.0,0,0,GALAXY,437320552,147.22,1,1,6,None,None,Individual,67.0,2022,2022-06-23,0
37.52,12,12,GALAXY,437320564,606.26,13,13,6,None,Partial Plan,None,46.0,2022,2022-06-23,0
26.63,10,10,GALAXY,437320597,40.02,16,16,6,None,Full Season,None,74.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437320602,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
23.44,15,15,GALAXY,437320612,8.72,16,16,6,None,Full Season,Full Season,86.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437320680,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437320687,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437320708,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
24.0,1,1,GALAXY,437320783,21.1,1,1,6,None,Individual,None,99.33,2022,2022-06-23,0
47.5,1,1,GALAXY,437320789,1970.27,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
84.0,1,1,GALAXY,437320798,78.88,1,1,6,None,Individual,None,92.0,2022,2022-06-23,0
69.66,13,13,GALAXY,437320806,38.58,16,16,6,None,Full Season,None,59.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437320832,11.29,1,1,6,None,Individual,Full Season,59.0,2022,2022-06-23,0
55.52,13,13,GALAXY,437320928,107.97,14,14,6,None,Full Season,Full Season,61.0,2022,2022-06-23,0
15.73,1,1,GALAXY,437320935,32.27,1,1,6,None,Individual,None,94.21000000000001,2022,2022-06-23,0
19.43,9,9,GALAXY,437320954,62.25,12,12,6,None,Full Season,Full Season,67.0,2022,2022-06-23,0
114.0,1,1,GALAXY,437320971,23.66,1,1,6,None,Individual,None,99.67,2022,2022-06-23,0
61.62,10,10,GALAXY,437320985,31.13,10,10,6,None,Partial Plan,Full Season,86.0,2022,2022-06-23,0
44.27,13,13,GALAXY,437320991,33.96,13,13,6,None,Full Season,Full Season,91.0,2022,2022-06-23,0
24.0,0,0,GALAXY,437321013,31.48,1,1,6,None,None,None,64.0,2022,2022-06-23,0
0.0,1,1,GALAXY,437321019,44.77,13,13,6,None,None,None,93.0,2022,2022-06-23,0
82.33,1,1,GALAXY,437321048,112.21,4,4,6,None,Individual,None,83.0,2022,2022-06-23,0
0.0,1,1,GALAXY,437321062,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
28.0,1,1,GALAXY,437321087,9.61,1,1,6,None,Individual,None,84.0,2022,2022-06-23,0
29.36,11,11,GALAXY,437321231,7.5,17,17,6,None,Full Season,Full Season,87.0,2022,2022-06-23,0
79.98,1,1,GALAXY,437321242,147.22,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
44.76,1,1,GALAXY,437321246,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
28.0,1,1,GALAXY,437321310,6.75,1,1,6,None,Individual,None,53.38,2022,2022-06-23,0
33.93,2,2,GALAXY,437321337,10.67,2,2,6,None,Individual,None,78.0,2022,2022-06-23,0
64.0,10,10,GALAXY,437321455,27.25,13,13,6,None,Full Season,Full Season,62.0,2022,2022-06-23,0
26.54,2,2,GALAXY,437321481,66.97,2,2,6,None,Individual,None,53.0,2022,2022-06-23,0
34.15,4,4,GALAXY,437321488,66.95,4,4,6,None,Group,None,47.0,2022,2022-06-23,0
42.14,2,2,GALAXY,437321531,8.67,2,2,6,None,Individual,Full Season,60.0,2022,2022-06-23,0
21.3,17,17,GALAXY,437321534,4.53,17,17,6,None,Full Season,None,50.0,2022,2022-06-23,0
25.0,0,0,GALAXY,437321566,22.51,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
266.67,3,3,GALAXY,437321625,50.66,3,3,6,None,Group,Individual,75.0,2022,2022-06-23,0
21.0,5,5,GALAXY,437321627,62.19,13,13,6,None,Full Season,None,85.0,2022,2022-06-23,0
20.0,0,0,GALAXY,437321751,147.22,1,1,6,None,Group,None,96.0,2022,2022-06-23,0
34.48,1,1,GALAXY,437321781,147.22,1,1,6,None,Individual,None,97.5,2022,2022-06-23,0
202.0,1,1,GALAXY,437321873,44.75,1,1,6,None,Individual,None,83.0,2022,2022-06-23,0
49.38,1,1,GALAXY,437321898,147.22,3,3,6,None,Individual,None,75.0,2022,2022-06-23,0
35.2,0,0,GALAXY,437321975,147.22,3,3,6,None,None,None,95.0,2022,2022-06-23,0
91.0,1,1,GALAXY,437322090,607.16,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
29.8,5,5,GALAXY,437322122,9.77,13,13,6,None,Full Season,None,70.0,2022,2022-06-23,0
62.48,13,13,GALAXY,437322142,39.26,15,15,6,None,Full Season,Full Season,75.0,2022,2022-06-23,0
56.0,1,1,GALAXY,437322202,9.87,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
202.0,1,1,GALAXY,437322204,181.41,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
40.0,0,0,GALAXY,437322205,146.0,1,1,6,None,None,None,74.0,2022,2022-06-23,0
29.06,16,16,GALAXY,437322331,60.85,16,16,6,None,Full Season,Full Season,97.0,2022,2022-06-23,0
21.7,17,17,GALAXY,437322361,29.86,17,17,6,None,Full Season,Full Season,97.0,2022,2022-06-23,0
33.5,5,5,GALAXY,437322387,41.01,12,12,6,None,Full Season,None,76.0,2022,2022-06-23,0
22.0,0,0,GALAXY,437322391,39.26,13,13,6,None,Full Season,None,73.0,2022,2022-06-23,0
31.5,1,1,GALAXY,437322401,22.51,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
56.0,1,1,GALAXY,437322435,71.38,1,1,6,None,Individual,None,74.38,2022,2022-06-23,0
51.5,2,2,GALAXY,437322498,10.67,13,13,6,None,Full Season,None,84.0,2022,2022-06-23,0
18.22,13,13,GALAXY,437322546,14.79,16,16,6,None,Full Season,Full Season,90.0,2022,2022-06-23,0
64.0,2,2,GALAXY,437322547,21.72,13,13,6,None,Full Season,None,80.0,2022,2022-06-23,0
22.1,16,16,GALAXY,437322597,10.67,17,17,6,None,Full Season,Full Season,71.0,2022,2022-06-23,0
21.77,1,1,GALAXY,437322620,21.14,2,2,6,None,Group,None,78.0,2022,2022-06-23,0
20.0,0,0,GALAXY,437322659,147.22,1,1,6,None,None,None,96.0,2022,2022-06-23,0
90.0,1,1,GALAXY,437322695,147.22,1,1,6,None,Group,None,99.75,2022,2022-06-23,0
33.4,2,2,GALAXY,437322705,21.95,2,2,6,None,Individual,None,67.0,2022,2022-06-23,0
23.09,14,14,GALAXY,437322715,13.2,16,16,6,None,Full Season,Full Season,94.0,2022,2022-06-23,0
159.0,0,0,GALAXY,437322718,16.02,1,1,6,None,None,None,100.0,2022,2022-06-23,0
45.29,14,14,GALAXY,437322818,36.06,14,14,6,None,Full Season,Full Season,82.0,2022,2022-06-23,0
33.46,3,3,GALAXY,437322936,2.28,5,5,6,None,Group,None,63.0,2022,2022-06-23,0
26.44,16,16,GALAXY,437322945,14.7,16,16,6,None,Full Season,Group,54.0,2022,2022-06-23,0
68.0,0,0,GALAXY,437323011,147.22,1,1,6,None,None,None,71.0,2022,2022-06-23,0
39.0,9,9,GALAXY,437323031,71.89,13,13,6,None,Full Season,None,60.0,2022,2022-06-23,0
38.0,1,1,GALAXY,437323054,14.79,1,1,6,None,Individual,None,79.60000000000001,2022,2022-06-23,0
20.0,1,1,GALAXY,437323061,54.17,2,2,6,None,Group,Group,62.0,2022,2022-06-23,0
79.0,1,1,GALAXY,437323093,24.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437323113,39.67,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
25.0,0,0,GALAXY,437323128,99.86,1,1,6,None,None,None,100.0,2022,2022-06-23,0
34.32,5,5,GALAXY,437323130,100.57,5,5,6,None,Individual,Partial Plan,47.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437323135,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
50.0,1,1,GALAXY,437323161,147.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
36.5,6,6,GALAXY,437323163,22.0,6,6,6,None,Partial Plan,Group,46.0,2022,2022-06-23,0
28.59,12,12,GALAXY,437323187,2.28,12,12,6,None,Full Season,Full Season,53.0,2022,2022-06-23,0
32.0,12,12,GALAXY,437323189,81.49,13,13,6,None,Full Season,None,36.0,2022,2022-06-23,0
23.94,11,11,GALAXY,437323192,28.49,13,13,6,None,Full Season,Full Season,81.0,2022,2022-06-23,0
152.0,1,1,GALAXY,437323210,179.34,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
35.87,1,1,GALAXY,437323225,33.28,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
50.32,1,1,GALAXY,437323229,38.46,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
26.91,12,12,GALAXY,437323233,29.86,13,13,6,None,Full Season,None,68.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437323271,4.59,1,1,6,None,Group,None,37.09,2022,2022-06-23,0
38.2,10,10,GALAXY,437323303,14.7,12,12,6,None,Full Season,None,85.0,2022,2022-06-23,0
35.18,10,10,GALAXY,437323327,147.22,13,13,6,None,Full Season,None,61.0,2022,2022-06-23,0
37.59,15,15,GALAXY,437323352,32.73,17,17,6,None,Full Season,Full Season,63.0,2022,2022-06-23,0
44.75,2,2,GALAXY,437323417,55.83,2,2,6,None,Individual,None,41.0,2022,2022-06-23,0
29.0,2,2,GALAXY,437323420,60.67,2,2,6,None,Individual,None,71.0,2022,2022-06-23,0
43.69,2,2,GALAXY,437323529,147.22,5,5,6,None,Group,None,98.0,2022,2022-06-23,0
20.0,0,0,GALAXY,437323535,147.22,1,1,6,None,None,None,96.0,2022,2022-06-23,0
65.07,6,6,GALAXY,437323586,78.22,14,14,6,None,Full Season,None,69.0,2022,2022-06-23,0
56.98,17,17,GALAXY,437323588,21.72,17,17,6,None,Full Season,Full Season,100.0,2022,2022-06-23,0
84.0,1,1,GALAXY,437323607,37.38,1,1,6,None,Individual,None,91.28,2022,2022-06-23,0
19.0,0,0,GALAXY,437323683,12.9,13,13,6,None,Full Season,None,74.0,2022,2022-06-23,0
60.02,1,1,GALAXY,437323758,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
51.5,2,2,GALAXY,437323779,40.8,13,13,6,None,Full Season,None,77.0,2022,2022-06-23,0
55.0,0,0,GALAXY,437323816,147.22,1,1,6,None,None,None,55.00000000000001,2022,2022-06-23,0
43.0,1,1,GALAXY,437323867,12.9,1,1,6,None,Individual,None,96.41999999999999,2022,2022-06-23,0
22.25,10,10,GALAXY,437324001,147.22,17,17,6,None,Full Season,None,71.0,2022,2022-06-23,0
60.0,1,1,GALAXY,437324046,81.88,1,1,6,None,Individual,None,95.0,2022,2022-06-23,0
27.89,15,15,GALAXY,437324073,37.68,15,15,6,None,Full Season,Full Season,82.0,2022,2022-06-23,0
30.11,17,17,GALAXY,437324127,147.22,17,17,6,None,Full Season,Full Season,99.0,2022,2022-06-23,0
63.0,1,1,GALAXY,437324211,60.21,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
53.89,8,8,GALAXY,437324212,16.5,14,14,6,None,Full Season,None,71.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437324213,1534.88,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
19.1,17,17,GALAXY,437324217,17.26,17,17,6,None,Full Season,Full Season,91.0,2022,2022-06-23,0
55.0,1,1,GALAXY,437324266,34.69,1,1,6,None,Group,None,94.0,2022,2022-06-23,0
52.5,1,1,GALAXY,437324277,74.45,1,1,6,None,Individual,None,71.0,2022,2022-06-23,0
30.0,0,0,GALAXY,437324284,29.83,1,1,6,None,None,None,87.0,2022,2022-06-23,0
59.5,1,1,GALAXY,437324478,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
33.25,2,2,GALAXY,437324521,147.22,2,2,6,None,Individual,None,61.0,2022,2022-06-23,0
15.0,1,1,GALAXY,437324539,147.22,1,1,6,None,Group,Group,53.0,2022,2022-06-23,0
58.33,2,2,GALAXY,437324583,147.22,2,2,6,None,Individual,Individual,52.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437324719,2098.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
65.58,12,12,GALAXY,437324836,11.56,17,17,6,None,Full Season,Full Season,55.00000000000001,2022,2022-06-23,0
73.0,1,1,GALAXY,437325051,10.21,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
19.0,9,9,GALAXY,437325174,77.01,13,13,6,None,Full Season,None,53.0,2022,2022-06-23,0
35.43,5,5,GALAXY,437325181,29.86,14,14,6,None,Full Season,None,86.0,2022,2022-06-23,0
40.0,0,0,GALAXY,437325241,34.89,1,1,6,None,None,None,84.0,2022,2022-06-23,0
23.01,1,1,GALAXY,437325271,9.77,1,1,6,None,Individual,Partial Plan,61.0,2022,2022-06-23,0
21.43,14,14,GALAXY,437325301,37.38,14,14,6,None,Full Season,Full Season,77.0,2022,2022-06-23,0
25.15,2,2,GALAXY,437325319,2.28,2,2,6,None,Group,None,85.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437325354,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
54.5,4,4,GALAXY,437325395,51.44,5,5,6,None,Mini Plan,Individual,49.0,2022,2022-06-23,0
47.25,2,2,GALAXY,437325495,6.75,3,3,6,None,Individual,None,50.0,2022,2022-06-23,0
91.0,2,2,GALAXY,437325509,21.44,2,2,6,None,Individual,None,92.5,2022,2022-06-23,0
23.38,14,14,GALAXY,437325555,96.85,16,16,6,None,Full Season,Full Season,78.0,2022,2022-06-23,0
50.0,1,1,GALAXY,437325621,81.07,1,1,6,None,Group,None,67.58,2022,2022-06-23,0
25.15,1,1,GALAXY,437325635,37.76,1,1,6,None,Group,None,80.17,2022,2022-06-23,0
35.8,2,2,GALAXY,437325675,0.83,2,2,6,None,Group,Full Season,40.0,2022,2022-06-23,0
23.67,17,17,GALAXY,437325710,12.65,17,17,6,None,Full Season,Full Season,94.0,2022,2022-06-23,0
21.1,16,16,GALAXY,437325787,28.49,17,17,6,None,Full Season,Full Season,72.0,2022,2022-06-23,0
152.0,1,1,GALAXY,437325832,23.86,1,1,6,None,Individual,None,96.58,2022,2022-06-23,0
116.75,2,2,GALAXY,437325915,535.38,2,2,6,None,Group,Individual,66.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437325953,36.47,1,1,6,None,Individual,Mini Plan,48.0,2022,2022-06-23,0
39.6,1,1,GALAXY,437325984,15.27,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
0.0,2,2,GALAXY,437326012,29.23,2,2,6,None,None,None,89.0,2022,2022-06-23,0
51.5,12,12,GALAXY,437326027,2783.71,13,13,6,None,Full Season,None,42.0,2022,2022-06-23,0
23.57,6,6,GALAXY,437326058,6.34,6,6,6,None,Group,Full Season,68.0,2022,2022-06-23,0
67.0,9,9,GALAXY,437326095,21.72,13,13,6,None,Full Season,Full Season,59.0,2022,2022-06-23,0
64.0,11,11,GALAXY,437326166,9.28,12,12,6,None,Full Season,Full Season,54.0,2022,2022-06-23,0
24.88,1,1,GALAXY,437326186,31.91,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
25.0,0,0,GALAXY,437326238,26.65,1,1,6,None,None,None,93.0,2022,2022-06-23,0
37.7,2,2,GALAXY,437326250,0.83,2,2,6,None,Individual,Full Season,54.0,2022,2022-06-23,0
20.12,13,13,GALAXY,437326262,38.47,17,17,6,None,Full Season,None,51.0,2022,2022-06-23,0
51.5,2,2,GALAXY,437326289,44.16,13,13,6,None,Full Season,None,80.0,2022,2022-06-23,0
56.29,1,1,GALAXY,437326298,12.65,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
0.0,1,1,GALAXY,437326307,5.64,1,1,6,None,None,None,97.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437326357,15.42,1,1,6,None,Group,None,78.82000000000001,2022,2022-06-23,0
23.59,5,5,GALAXY,437326370,43.36,13,13,6,None,Full Season,None,80.0,2022,2022-06-23,0
85.0,3,3,GALAXY,437326378,16.5,4,4,6,None,Individual,None,54.0,2022,2022-06-23,0
26.35,1,1,GALAXY,437326387,37.68,1,1,6,None,Individual,Group,59.0,2022,2022-06-23,0
64.0,9,9,GALAXY,437326403,4.59,13,13,6,None,Full Season,Full Season,52.0,2022,2022-06-23,0
28.0,0,0,GALAXY,437326447,166.53,1,1,6,None,Individual,None,97.5,2022,2022-06-23,0
24.0,0,0,GALAXY,437326570,2461.77,1,1,6,None,None,None,98.0,2022,2022-06-23,0
29.0,12,12,GALAXY,437326592,26.79,12,12,6,None,Full Season,Full Season,59.0,2022,2022-06-23,0
64.0,11,11,GALAXY,437326681,15.27,13,13,6,None,Full Season,Full Season,67.0,2022,2022-06-23,0
22.5,12,12,GALAXY,437326741,17.77,12,12,6,None,Full Season,Full Season,75.0,2022,2022-06-23,0
25.0,2,2,GALAXY,437326755,29.86,2,2,6,None,Group,Group,65.0,2022,2022-06-23,0
29.0,7,7,GALAXY,437326776,37.76,13,13,6,None,Full Season,None,77.0,2022,2022-06-23,0
45.59,11,11,GALAXY,437326932,9.02,13,13,6,None,Full Season,Full Season,64.0,2022,2022-06-23,0
41.78,16,16,GALAXY,437326949,10.67,16,16,6,None,Full Season,Full Season,83.0,2022,2022-06-23,0
35.0,11,11,GALAXY,437327047,9.45,13,13,6,None,Full Season,Full Season,57.99999999999999,2022,2022-06-23,0
20.82,10,10,GALAXY,437327057,54.35,13,13,6,None,Full Season,Full Season,56.99999999999999,2022,2022-06-23,0
47.56,15,15,GALAXY,437327105,29.23,17,17,6,None,Full Season,Full Season,79.0,2022,2022-06-23,0
30.0,13,13,GALAXY,437327146,50.82,13,13,6,None,Full Season,Full Season,93.0,2022,2022-06-23,0
46.83,2,2,GALAXY,437327165,81.07,3,3,6,None,Individual,None,71.0,2022,2022-06-23,0
33.54,1,1,GALAXY,437327214,25.56,1,1,6,None,Individual,None,84.67,2022,2022-06-23,0
36.5,6,6,GALAXY,437327217,103.54,13,13,6,None,Full Season,None,66.0,2022,2022-06-23,0
22.0,13,13,GALAXY,437327228,37.49,13,13,6,None,Full Season,Full Season,84.0,2022,2022-06-23,0
30.0,6,6,GALAXY,437327261,19.67,13,13,6,None,Full Season,None,56.99999999999999,2022,2022-06-23,0
32.5,1,1,GALAXY,437327262,112.93,1,1,6,None,Individual,None,83.0,2022,2022-06-23,0
51.09,12,12,GALAXY,437327309,40.01,13,13,6,None,Full Season,None,62.0,2022,2022-06-23,0
65.86,15,15,GALAXY,437327362,63.56,17,17,6,None,Full Season,Full Season,89.0,2022,2022-06-23,0
0.0,0,0,GALAXY,437327410,0.83,1,1,6,None,None,None,100.0,2022,2022-06-23,0
47.0,0,0,GALAXY,437327420,105.58,1,1,6,None,None,None,100.0,2022,2022-06-23,0
12.5,1,1,GALAXY,437327426,14.66,1,1,6,None,Group,None,60.77,2022,2022-06-23,0
40.0,4,4,GALAXY,437327472,95.08,13,13,6,None,Full Season,None,76.0,2022,2022-06-23,0
22.98,10,10,GALAXY,437327533,1183.23,16,16,6,None,Full Season,None,72.0,2022,2022-06-23,0
18.47,10,10,GALAXY,437327546,62.25,16,16,6,None,Full Season,None,75.0,2022,2022-06-23,0
46.47,14,14,GALAXY,437327555,42.77,17,17,6,None,Full Season,Full Season,69.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437327556,103.1,1,1,6,None,Group,None,87.44,2022,2022-06-23,0
8.48,2,2,GALAXY,437327567,62.19,2,2,6,None,Individual,None,97.0,2022,2022-06-23,0
65.58,14,14,GALAXY,437327587,32.56,16,16,6,None,Full Season,Full Season,54.0,2022,2022-06-23,0
80.91,1,1,GALAXY,437327708,83.7,1,1,6,None,Individual,None,88.0,2022,2022-06-23,0
28.0,1,1,GALAXY,437327710,40.8,1,1,6,None,Group,None,98.0,2022,2022-06-23,0
23.5,14,14,GALAXY,437327826,45.85,14,14,6,None,Full Season,Full Season,78.0,2022,2022-06-23,0
51.5,10,10,GALAXY,437327834,25.35,13,13,6,None,Full Season,Full Season,50.0,2022,2022-06-23,0
16.0,17,17,GALAXY,437328018,33.2,17,17,6,None,Full Season,Full Season,98.0,2022,2022-06-23,0
46.9,13,13,GALAXY,437328099,6.34,17,17,6,None,Full Season,Full Season,85.0,2022,2022-06-23,0
128.5,1,1,GALAXY,437328140,2477.84,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
32.26,13,13,GALAXY,437328158,2238.94,13,13,6,None,Full Season,Full Season,78.0,2022,2022-06-23,0
23.94,1,1,GALAXY,437328233,92.59,1,1,6,None,Individual,None,87.0,2022,2022-06-23,0
0.0,17,17,GALAXY,437328246,14.47,17,17,6,None,Mini Plan,None,54.0,2022,2022-06-23,0
64.0,2,2,GALAXY,437328273,57.07,13,13,6,None,Full Season,None,77.0,2022,2022-06-23,0
35.0,1,1,GALAXY,437328305,10.21,1,1,6,None,Group,None,81.52000000000001,2022,2022-06-23,0
39.05,17,17,GALAXY,437328322,28.02,17,17,6,None,Full Season,Full Season,77.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437328348,21.95,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
31.47,17,17,GALAXY,437328399,27.13,17,17,6,None,Full Season,Full Season,81.0,2022,2022-06-23,0
0.0,0,0,GALAXY,437328401,30.38,1,1,6,None,None,Partial Plan,52.0,2022,2022-06-23,0
30.0,10,10,GALAXY,437328419,9.02,13,13,6,None,Full Season,Full Season,67.0,2022,2022-06-23,0
28.87,17,17,GALAXY,437328471,38.46,17,17,6,None,Full Season,Full Season,98.0,2022,2022-06-23,0
64.0,13,13,GALAXY,437328524,13.17,13,13,6,None,Full Season,Full Season,81.0,2022,2022-06-23,0
22.04,12,12,GALAXY,437328534,15.42,14,14,6,None,Full Season,None,56.00000000000001,2022,2022-06-23,0
35.0,0,0,GALAXY,437328551,29.83,1,1,6,None,None,None,59.0,2022,2022-06-23,0
32.3,16,16,GALAXY,437328571,24.22,16,16,6,None,Full Season,Full Season,78.0,2022,2022-06-23,0
54.7,17,17,GALAXY,437328583,30.34,17,17,6,None,Full Season,Full Season,91.0,2022,2022-06-23,0
23.0,3,3,GALAXY,437328601,26.65,3,3,6,None,Group,None,56.00000000000001,2022,2022-06-23,0
28.0,4,4,GALAXY,437328645,27.65,4,4,6,None,Group,None,46.0,2022,2022-06-23,0
30.0,12,12,GALAXY,437328678,12.9,13,13,6,None,Full Season,Full Season,66.0,2022,2022-06-23,0
28.59,7,7,GALAXY,437328751,29.09,16,16,6,None,Full Season,None,81.0,2022,2022-06-23,0
17.49,13,13,GALAXY,437328776,18.5,14,14,6,None,Full Season,Full Season,73.0,2022,2022-06-23,0
39.95,7,7,GALAXY,437328881,60.55,7,7,6,None,Partial Plan,None,43.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437328902,42.96,1,1,6,None,Group,None,81.44,2022,2022-06-23,0
22.5,3,3,GALAXY,437328987,17.77,12,12,6,None,Full Season,None,59.0,2022,2022-06-23,0
